,지역,시설구분,기관명,소재지,연락처,홈페이지,위도,경도
370,관악구,수화통역센터,관악구수화통역센터,서울특별시 관악구 쑥고개로 128 1층,02-865-4466,http://kadeaf.com,37.4787078,126.9506938
371,노원구,재활체육시설,동천재활체육센터,노원구 노원로18길 41 (하계동 288-1) 동천재활체육센터,02-949-9114,http://www.dcsports.co.kr,37.6445781,127.0728729
372,은평구,재활체육시설,서부재활체육센터,은평구 갈현로11길 30 (구산동 191-1),02-7113-5843,www.sbsports.or.kr,37.6051727,126.9075445
373,송파구,재활체육시설,시각장애인축구장,송파구 올림픽로 474 (방이동 88-10),02-2202-8144,http://songpa.dasan.org/?view=biz/field_1.html,NaN,NaN
374,동대문구,주간보호시설,아름드리,서울특별시 동대문구 한천로58길 107 1층,02-957-0058,,37.6012805,127.0701994
375,용산구,복지관,용산장애인복지관,용산구 효창원로93길 49 (효창동 3-268),02-707-1970,www.ysrehab.or.kr,37.5473314,126.9615768
376,송파구,주간보호시설,사랑나눔,서울특별시 송파구 마천로51길 28 .,02-400-8460,,37.4969257,127.1526069
377,서대문구,주간보호시설,서대문 주간보호,서울특별시 서대문구 북아현로4차길 4 .,02-365-1262,,37.5608516,126.9603379
378,동작구,주간보호시설,디딤돌,동작구 성대로 37길 46(상도동) 1층 (상도2동 201-22번지 1층),02-825-0331,http://cafe.daum.net/didimdol0331,37.5009169,126.9389164
379,구로구,수화통역센터,구로구수화통역센터,구로구 가마산로 272 강서수도사업소 민원센터 4층,02-865-1077,www.gurodeaf.org,37.4957503,126.8906802
380,서대문구,주간보호시설,다솜,서울특별시 서대문구 증가로4길 53 1층,02-372-4120,,37.5779284,126.927864
381,송파구,주간보호시설,삼전 주간보호,서울특별시 송파구 백제고분로32길 35 .,02-421-6077,,37.4992108,127.0949624
382,관악구,거주(유형별＊중증＊영유아)시설,실로암요양원,경기도 양주시 광적면 쇠장이길 656 ,031-876-2900,,37.795667,126.9228052
383,중구,수화통역센터,중구수화통역센터,중구 퇴계로20길 41-11 (남산동2가 20-1) 남산쉼터 2층,02-3789-3268,http://jgdeaf.org,37.5587824,126.9867645
384,강서구,주간보호시설,꿈자람터,"서울특별시 강서구 공항대로43길 104 ,",02-2658-6594,,37.5605474,126.851713
385,동대문구,수화통역센터,동대문구수화통역센터,서울특별시 동대문구 청계천로 521 다사랑행복센터 5층,02-962-5798,http://cafe.daum.net/ddmdeaf,37.5718253,127.0340454
386,관악구,주간보호시설,꿈터,서울특별시 관악구 쑥고개로13길 24 .,02-3285-1968,,37.4806373,126.9441052
387,동작구,수화통역센터,동작구수화통역센터,서울특별시 동작구 만양로3길 14 3층,02-815-7750,,37.5080526,126.9469863
388,강북구,단기보호시설,프란치스코의집,서울특별시 강북구 노해로23길 88-18 .,02-995-9004,,37.6472679,127.0195317
389,종로구,수화통역센터,종로구수화통역센터,서울특별시 종로구 종로5길 31 2층,02-730-5563,http://cafe.daum.net/jongno63,37.5716925,126.9803991
390,마포구,단기보호시설,계명원,마포구 동교로 55-10 (망원동 384-50),02-322-2144,,37.5537259,126.9083968
391,양천구,주간보호시설,신목,서울특별시 양천구 신목로 5 .,02-2643-7222,,37.5169813,126.8761637
392,양천구,주간보호시설,베다니,서울특별시 양천구 남부순환로65길 12-2 .,02-2692-5081,,37.5276203,126.8355736
393,용산구,주간보호시설,용산구립 장애인주간보호,서울특별시 용산구 한강대로 331 3층,02-701-4282,,37.5479137,126.9715145
394,강서구,단기보호시설,우리집,서울특별시 강서구 양천로47길 70-6 3층,02-2658-7503,,37.573335,126.8375259
395,강북구,단기보호시설,꿈을씻기우는 손,강북구 인수봉로61길 12-4 (수유동 410-65),02-904-0502,http://www.dreamhand.kr,37.6385891,127.0128655
396,은평구,의료재활시설,서울재활병원,서울특별시 은평구 갈현로11길 30 서울재활병원,02-6020-3090,,37.6051727,126.9075445
397,금천구,단기보호시설,금천단기보호센터,서울특별시 금천구 시흥대로 182 3층(시흥동),02-809-9194,,37.4502054,126.9027242
398,종로구,단기보호시설,덕유린단기거주시설,서울특별시 종로구 난계로25길 32 5층(숭인동),02-2235-1445,,37.5725721,127.0212667
399,강북구,주간보호시설,한마음주간보호시설(강북),강북구 삼양로119길 12 (인수동 313-43) 401호,02-906-5009,kpat.Or.Kr,37.6442782,127.0153927
400,노원구,거주(유형별＊중증＊영유아)시설,천애재활원,노원구 중계로 163 (중계동 308-1),02-930-4635,www.chunae.or.kr,37.6497867,127.0800592
401,송파구,재활체육시설,서울곰두리체육센터,서울특별시 송파구 동남로 271 서울곰두리체육센터,02-404-6240,,37.5005011,127.1354695
402,마포구,의료재활시설,푸르메재단넥슨어린이재활병원,서울특별시 마포구 월드컵북로 494 푸르메재단넥슨어린이재활병원,02-6070-9000,,37.5846474,126.8805203
403,마포구,재활체육시설,푸르메스포츠센터,서울특별시 마포구 월드컵북로 494 푸르메스포츠센터,02-6070-9272,,37.5846474,126.8805203
404,종로구,단기보호시설,라파엘단기거주시설,서울특별시 종로구 필운대로2길 16 (체부동),02-739-7020,,37.5788485,126.9697946
405,강서구,주간보호시설,햇볕교실,서울특별시 강서구 개화동로21길 4 sh공사 아파트 11단지 내,02-2663-0670,http://www.banghwa11.or.kr/,37.5703575,126.8054814
406,중랑구,수화통역센터,중랑구수화통역센터,서울특별시 중랑구 면목로 357 중랑구수화통역센터,02-2208-1084,,37.5839962,127.0881503
407,구로구,주간보호시설,좋은친구,서울특별시 구로구 경인로25길 56 좋은친구 주간보호시설,02-2619-8223,,37.4985068,126.8432001
408,양천구,단기보호시설,맑은샘 장애인단기거주시설,서울특별시 양천구 신월로 192 202호(신월동),02-2692-2448,,37.519561,126.844287
409,양천구,주간보호시설,한빛,서울특별시 양천구 신월로11길 16 .,02-2690-8762,,37.5190803,126.840248
410,서대문구,단기보호시설,서은단기보호시설,서울특별시 서대문구 가좌로 19 402호(연희동),02-332-1214,,37.5768539,126.9333336
411,서초구,주간보호시설,하늘동산,"서초구 서초대로73길 54 (서초4동 1309-1) 디오빌강남 321, 322, 324호",02-592-7731,town.cyworld.com/hanl,37.5020158,127.0240727
412,은평구,주간보호시설,한마음 주간보호(은평),서울특별시 은평구 연서로17길 47 3층,02-353-4889,,37.6139986,126.912351
413,강동구,주간보호시설,해피죤,서울특별시 강동구 상암로 195 5층,02-429-5200,,37.5466315,127.1441958
414,강남구,단기보호시설,성모자애단기거주시설 미리암의 집,서울특별시 강남구 헌릉로757길 35 (세곡동),02-3410-8814,,37.4705425,127.1194354
415,강서구,단기보호시설,선린원,서울특별시 강서구 까치산로22길 35-5 화곡동 959-20,02-2654-3372,http://www.선린원.kr,37.548617,126.8529695
416,은평구,거주(유형별＊중증＊영유아)시설,은평재활원,은평구 갈현로11길 30 (구산동 191-1),02-385-2046,http://www.changel.kr,37.6051727,126.9075445
417,도봉구,주간보호시설,도봉주간보호센터,도봉구 도당로 53 (방학동  665-31) 2층,02-3494-5663,,37.6629794,127.0345483
418,노원구,거주(유형별＊중증＊영유아)시설,늘편한집,노원구 중계로 163 (중계동 308-3),02-933-5228,www.nlpyun.com,37.6497867,127.0800592
419,강동구,단기보호시설,센터봄 장애인단기보호,서울특별시 강동구 천호대로 1210 4층,02-471-5448,,37.534928,127.1456693
420,중랑구,단기보호시설,시립중랑단기보호센터,중랑구 망우동 479-123,02-434--2114,,37.5937762,127.0944239
421,용산구,주간보호시설,햇빛자리,서울특별시 용산구 백범로47길 24 101호,02-719-3578,,37.5410145,126.9595696
422,강서구,단기보호시설,성산푸른초장 단기거주시설,서울특별시 강서구 양천로30길 14 2층(마곡동),02-2692-5665,,37.5725481,126.8226167
423,구로구,주간보호시설,햇살터,서울특별시 구로구 남부순환로105라길 25-10 3층,070-4423-6140,,37.481318,126.890488
424,동작구,복지관,서울시립남부장애인종합복지관,서울특별시 동작구 여의대방로20길 33 (보라매공원 내),02-829-7100,www.ilovenambu.or.kr,37.4948959,126.9194519
425,성북구,거주(유형별＊중증＊영유아)시설,승가원(舊 상락원),성북구 개운사길 76-1 (안암동5가 10-1),02-921-6410,www.sgwonchild.or.kr,37.5900806,127.0298509
426,성북구,복지관,성북장애인복지관,성북구 화랑로 130 (하월곡동 11-11),02-915-9200,www.sb.sgwon.or.kr,37.6046346,127.0457682
427,종로구,직업재활시설,더해봄 (종로구립근로작업장),종로구 대학로3길 14 (효재동) 더해봄 (종로구립근로작업장),02-742-0660,,37.5741691,127.0014513
428,중구,직업재활시설,나누리장애인 보호작업장,중구 서애로 5길 12-17 나누리장애인 보호작업장,02-2269-8412,,37.5591322,126.9969764
429,영등포구,주간보호시설,성락,영등포구 도림로 304 (신길3동 355-74) 2층,02-849-8292,,37.5048725,126.9030456
430,강북구,단기보호시설,한마음 단기보호시설,"강북구 삼양로119길 12 (인수동 313-43) 201호, 301호",02-906-5009,kpat.Or.Kr,37.6442782,127.0153927
431,용산구,직업재활시설,용산구립 장애인보호작업장,용산구 한강대로 331 (갈월동) 용산구립 장애인보호작업장,02-711-7882,,37.5479137,126.9715145
432,종로구,직업재활시설,문혜장애인 보호작업장,강원도 철원군 갈말읍 텃골1길13 문혜장애인 보호작업장,033-452-6164,,38.1913924,127.3680549
433,종로구,직업재활시설,비둘기보호작업장,종로구 동숭4길 28 비둘기보호작업장,02-743-9026,,37.5836606,127.0050508
434,성동구,직업재활시설,성동직업훈련시설,성동구 청계천로 506 성동직업훈련시설,02-2290-3126,,37.5702032,127.0334414
435,성동구,직업재활시설,성모보호작업장,성동구 금호산9가길 57-10 성모보호작업장,02-2238-5881,,37.5529775,127.0185627
436,성동구,직업재활시설,공감보호작업장,성동구 아차산로144 B101-1 공감보호작업장,02-3409-8270,,37.5431287,127.0596182
437,광진구,직업재활시설,정립전자,광진구 워커힐로 93(구의동) 정립전자,02-446-6867,,37.5510878,127.0976313
438,광진구,직업재활시설,정립장애인 보호작업장,광진구 워커힐로 93 (정립회관 체육관 3층) 정립장애인 보호작업장,02-454-5505,,37.5510878,127.0976313
439,광진구,직업재활시설,광진장애인 보호작업장,광진구 동일로80길 20 광진장애인 보호작업장,02-468-4376,,37.5700914,127.0809451
440,광진구,직업재활시설,희망일터 보호작업장,광진구 천호대로 622 (능동247-5 5층)501호 희망일터 보호작업장,02-457-4385,,37.5540874,127.0864492
441,동대문구,직업재활시설,데일리스 보호작업장,동대문구 천호대로83길14 데일리스 보호작업장,02-2217-0328,,37.5628162,127.0647613
442,동대문구,직업재활시설,동문엔터프라이즈,동대문구 장안벗꽃길로 7길 5 (휘경동) 동문엔터프라이즈,070-2244-3100,,NaN,NaN
443,동대문구,직업재활시설,꿈드래보호작업장,"동대문구 무학로28길 17-2, 1층(용두동) 꿈드래보호작업장",02-928-7114,,37.5748101,127.0318272
444,중랑구,직업재활시설,원광보호작업장,중랑구 신내로56 원광보호작업장,02-438-2605,,37.604429,127.0959641
445,중랑구,직업재활시설,중랑구립 직업재활센터,중랑구 숙선옹주로9길 55 중랑구립 직업재활센터,02-977-8291,,37.6174814,127.0836472
446,중랑구,직업재활시설,참좋은센터,중랑구 봉화산로56길 99-15 (신내동) 참좋은센터,02-491-3773,,37.6043455,127.0982796
447,강동구,거주(유형별＊중증＊영유아)시설,우성장애인요양원,강동구 고덕로 295-45 (고덕2동 298),02-428-0870,www.woosung.or.kr,37.5577349,127.1585865
448,노원구,직업재활시설,노원구립 장애인보호작업시설,노원구 노원로 311 중계제1공단 301호 노원구립 장애인보호작업시설,02-972-4362,,37.6450354,127.0704844
449,중랑구,직업재활시설,조은세상,중랑구 동일로 140길 31-21 조은세상,02-439-9593,,37.6046383,127.0807737
450,중랑구,직업재활시설,아름다운,중랑구 망우로 55길 32 103 아름다운,02-971-1767,,37.5988958,127.0939016
451,강서구,재활체육시설,기쁜우리재활체육센터,강서구 허준로 65 (가양동 1466),02-3663-8114,,37.5693631,126.8487793
452,성북구,직업재활시설,해피워크,성북구 오패산로 21 해피워크,02-918-9190,,37.6041316,127.0370806
453,성북구,직업재활시설,행복플러스작업장,성북구 화랑로134 행복플러스작업장,02-6959-8100,,37.6049746,127.0463687
454,강북구,직업재활시설,번동코이노니아 장애인보호작업시설,"강북구 한천로 115길 20, 501동 (번동, 주공) 번동코이노니아 장애인보호작업시설",02-985-3609,,37.6333214,127.0357442
455,강북구,직업재활시설,강북구립 장애인보호작업장,강북구 번2동 616-33호 강북구립 장애인보호작업장,02-986-7733,,NaN,NaN
456,강북구,직업재활시설,번동보호작업장,"강북구 한천로 115길 20, 501동 (번동, 주공) 번동보호작업장",02-987-8337,,37.6333214,127.0357442
457,강북구,직업재활시설,효정 근로사업장,강북구 삼양로77길 38 효정 근로사업장,02-989-3148,,37.6295055,127.0161919
458,도봉구,직업재활시설,도봉장애인 보호작업시설,도봉구 마들로 664-17 2층 도봉장애인 보호작업시설,02-955-9427,,37.6695557,127.0474776
459,도봉구,직업재활시설,인강원,도봉구 평화로15번길 9-25(도봉동) 인강원,02-3493-0529,,37.6947974,127.042399
460,도봉구,직업재활시설,굿윌스토어,도봉구 마들로 664-17 굿윌스토어,02-6910-9191,,37.6695557,127.0474776
461,노원구,직업재활시설,가브리엘 보호작업시설,노원구 한글비석로 24라길 94-13 가브리엘 보호작업시설,02-951-9707,,37.6664592,127.0697787
462,노원구,직업재활시설,보담터(천애보호),노원구 중계로 163 지하1층 보담터(천애보호),02-935-0655,,37.6497867,127.0800592
463,노원구,직업재활시설,해맑음보호작업시설,노원구 동일로 1097(공릉동) 해맑음보호작업시설,02-949-6739,,37.6278281,127.0712554
464,노원구,직업재활시설,북부장애인 직업재활시설,노원구덕릉로70가길 92(상계동) 북부장애인 직업재활시설,02-2092-1791,,37.6425386,127.0569904
465,노원구,직업재활시설,대린직업훈련원,노원구 동일로248길 30 대린직업훈련원,02-939-0607,,37.6804458,127.0566356
466,노원구,직업재활시설,아람마을 보호작업장,노원구월계로 338-16(월계동) 아람마을 보호작업장,02-909-4604,,37.6287552,127.0581756
467,노원구,직업재활시설,동천,노원구노원로 18길 41(하계동) 동천,02-974-2950,,37.6445781,127.0728729
468,은평구,직업재활시설,은평구립 직업재활센터,은평구 녹번로1길 13 은평구립 직업재활센터,02-384-1320,,37.604796,126.9262685
469,동대문구,복지관,동문장애인복지관,동대문구 장안벚꽃로7길 5 (휘경동 49-39),02-2244-3100,http://www.dongmuncenter.or.kr,37.5831618,127.0732199
470,강북구,거주(유형별＊중증＊영유아)시설,한빛맹아원,강북구 삼양로73가길 47 (수유1동 484-21),02-989-6017,www.myhanbit.org,37.6280507,127.0158134
471,노원구,거주(유형별＊중증＊영유아)시설,동천요양원,노원구 노원로18길 41 (하계동 288-1),02-974-9501,www.dongchuncare.org,37.6445781,127.0728729
472,마포구,거주(유형별＊중증＊영유아)시설,마리스타의집,충북 충주시 산척면 지속골길 71 (영덕리 262-10),043-853-5313,www.imarista.co.kr,37.0634895,127.9703874
473,양천구,거주(유형별＊중증＊영유아)시설,향유의 집(구 석암베데스다요양원),경기 김포시 양촌읍 양곡4로 164 (양촌면 양곡리 491),031-981-0909,www.hyangyou.or.kr,37.6595071,126.6264875
474,영등포구,거주(유형별＊중증＊영유아)시설,한사랑장애영아원,경기 광주시 초월읍 산수로554번길 59-14 (신월리 333),031-764-3117,www.ajang-ajang.or.kr,37.4114519,127.3143459
475,관악구,거주(유형별＊중증＊영유아)시설,도란도란,관악구 국회단지길 67 (봉천동 635-665),02-875-4005,www.drdr.or.kr,37.4886733,126.9412779
476,양천구,직업재활시설,샘,양천구 목동로1길 24 샘,02-2648-2298,,37.5085745,126.871071
477,양천구,직업재활시설,희망일굼터,양천구 신정로 267  양천벤처타운 804호 희망일굼터,070-8913-2465,,37.5122137,126.8506887
478,강서구,직업재활시설,기쁜우리 보호작업장,강서구 허준로 65 기쁜우리 보호작업장,02-3665-0866,,37.5693631,126.8487793
479,강서구,직업재활시설,그라나다 보호작업센터,강서구 허준로5길 37 그라나다 보호작업센터,02-3661-3402,,37.5686,126.851175
480,강서구,직업재활시설,행복을파는장사꾼,강서구 화곡동 까치산로134 3층 행복을파는장사꾼,02-2065-1591,,NaN,NaN
481,강서구,직업재활시설,강서구휴먼희망일터,"강서구 강서로 466, 102호 강서구휴먼희망일터",070-7731-3620,,37.5669031,126.8414523
482,은평구,직업재활시설,누야하우스,은평구 갈현로 11길30(구산동) 누야하우스,02-351-3599,,37.6051727,126.9075445
483,은평구,직업재활시설,은평보호작업장,은평구 갈현로 11길 30 (구산동) 은평보호작업장,02-388-2363,,37.6051727,126.9075445
484,은평구,직업재활시설,바오로교실 보호작업장,은평구 증산로5길 7 바오로교실 보호작업장,02-306-5180,,37.5826256,126.9071351
485,은평구,직업재활시설,똘레랑스 보호작업장,은평구 연서로 21길 31 지하 똘레랑스 보호작업장,02-352-2477,,37.6154017,126.9143712
486,은평구,직업재활시설,빛가람장애인시설,은평구 갈현로 339 (갈현동) 빛가람장애인시설,070-4601-2424,,37.6266177,126.9189449
487,은평구,직업재활시설,빛나눔보호작업장,"은평구 수색로 390-29(수색동,1층) 빛나눔보호작업장",02-309-7480,,37.5910253,126.8852448
488,서대문구,직업재활시설,그린내,서대문구 명지2길 14 (홍은동304-1) 그린내,02-303-4520,,37.5831244,126.9278855
489,서대문구,직업재활시설,장애인내일키움 직업교육센터,서대문구 연희로33가길6-15 장애인내일키움 직업교육센터,02-323-0080,,37.5775986,126.9343031
490,서대문구,직업재활시설,장애인영농재활시설,경기 남양주 진접읍 연평리 472외 2필지 등 장애인영농재활시설,--,,37.6843303,127.1715001
491,마포구,직업재활시설,마리스타 보호작업장,충북 충주시 산척면 지속골길 71 마리스타 보호작업장,02-853-7315,,37.0634895,127.9703874
492,마포구,직업재활시설,마포구립 장애인직업재활센터,마포구 매봉산로 18 (상암동 1640)2층 206호 마포구립 장애인직업재활센터,02-302-0392,,37.5741987,126.8899631
493,마포구,직업재활시설,우리마포 보호작업장,마포구 신촌로 26길 10 3층 (노고산동) 우리마포 보호작업장,02-359-1000,,37.5558486,126.9423536
494,마포구,직업재활시설,마포구푸르메 직업재활센터,마포구 월드컵북로 494(상암동) 마포구푸르메 직업재활센터,02-6070-9290,,37.5846474,126.8805203
495,양천구,직업재활시설,드림장애인 보호작업장,양천구 신남길 20 드림장애인 보호작업장,02-2694-5554,,37.5158084,126.8417238
496,양천구,직업재활시설,하은장애인 보호작업장,양천구 신목로 20 2층 하은장애인 보호작업장,02-2654-0725,,37.5181901,126.8750982
497,강서구,직업재활시설,열림일터,강서구 까치산로 136(화곡6동) 열림일터,02-2602-3110,,37.5494605,126.8516847
498,강서구,직업재활시설,구립강서구 직업재활센터,강서구 허준로 95-9 구립강서구 직업재활센터,02-3661-0362,,37.567426,126.851724
499,강서구,직업재활시설,교남어유지동산,경기파주적성면 어못내길94-44 교남어유지동산,031-958-8593,,37.9987172,126.9887603
500,강서구,직업재활시설,다사랑 직업재활시설,강서구방화대로40길37 다사랑 직업재활시설,02-2661-9669,,37.5710716,126.8188154
501,광진구,주간보호시설,정립주간보호,광진구 워커힐로 93 (구의2동 16-3),02-446-1237,http://www.jeongnip.or.kr/,37.5510878,127.0976313
502,구로구,복지관,성프란치스코장애인종합복지관,구로구 남부순환로105라길 25-10 (가리봉동 131-2),02-830-6500,http://fwc.or.kr/,37.481318,126.890488
503,양천구,거주(유형별＊중증＊영유아)시설,누림홈,경기도 김포시 대곶면 율생중앙로 83 누리홈,031-987-7909,,37.6548985,126.5803492
504,금천구,직업재활시설,보라매보호작업장,금천구 가산디지털2로 136(승일벤처타워 302호) 보라매보호작업장,070-4418-927,,37.4801032,126.8796275
505,강남구,복지관,충현복지관,서울특별시 강남구 논현로98길 16 충현복지관,02-2192-0600,,37.5036713,127.0369911
506,양천구,거주(유형별＊중증＊영유아)시설,해맑은 마음터,경기도 김포시 대곶면 율생중앙로 89 해맑은 마음터,031-981-7909,,37.6551927,126.5801755
507,구로구,거주(유형별＊중증＊영유아)시설,다산하늘센터,경기도 여주시 강천면 섬강로 229-1 다산하늘센터,031-885-7771,,37.2426738,127.7402984
508,송파구,거주(유형별＊중증＊영유아)시설,새생명의 집,경기도 이천시 모가면 공원로 288-70 새생명의 집,031-634-8777,,37.1794526,127.4682169
509,강서구,직업재활시설,강서나누리센터 보호작업장,강서구 공항대로 7가길 21-3 강서나누리센터 보호작업장,070-8715-3650,,37.5628503,126.8140533
510,강서구,직업재활시설,초록등대 장애인보호작업장,강서구 강서로 68길 12 초록등대 장애인보호작업장,02-2603-2683,,37.5662352,126.8415799
511,강서구,직업재활시설,강서희망보호작업장,강서구 강서로34길 36 (화곡동)프리즘오피스302호 강서희망보호작업장,02-2696-3113,,37.5433339,126.8415018
512,구로구,직업재활시설,에덴하우스,경기 파주시 소라지로195길 47-30 에덴하우스,031-946-7030,,37.7406292,126.6933165
513,구로구,직업재활시설,형원,경기파주시소라지로195번길 47-20신촌동 형원,070-4369-7000,,37.7381632,126.6922763
514,구로구,직업재활시설,해나무일터,구로구 남부순환로 105라길 25-10 해나무일터,02-830-6500,,37.481318,126.890488
515,구로구,직업재활시설,구로구립 장애인보호작업장,구로구 경인로21 (온수동 44-21) 구로구립 장애인보호작업장,02-2689-8791,,37.4897768,126.8247718
516,구로구,직업재활시설,늘푸름보호작업장,구로구 부일로 1나길38 (온수동) 늘푸름보호작업장,02-374-6091,,37.4929219,126.8167681
517,금천구,직업재활시설,EM실천,금천구 서부샛길 648 대륭테크노타워 6차 1004호 EM실천,02-875-9744,,37.481232,126.8761954
518,송파구,주간보호시설,THE 채움,서울특별시 송파구 마천로51길 28 THE 채움,02-2043-8460,,37.4969257,127.1526069
519,강남구,주간보호시설,광림주간보호센터,서울특별시 강남구 압구정로22길 21 광림주간보호센터,02-2056-5676,,37.5242737,127.0265933
520,,주간보호시설,강북장애인종합복지관 주간보호시설,서울특별시 강북구 오현로 189 강북장애인종합복지관,02-9894-4214,,37.6287771,127.039094
521,용산구,거주(유형별＊중증＊영유아)시설,영락애니아의 집,서울특별시 용산구 후암로4길 70 영락 애니아의 집,02-754-8507,,37.5486425,126.9812538
522,금천구,직업재활시설,금천구립 장애인보호작업장,금천구 한내로 69-15 금천구립 장애인보호작업장,02-897-9747,,37.4577246,126.8873951
523,금천구,직업재활시설,소올터직업재활,금천구 범안로 1138 고려테크온603호 소올터직업재활,02-838-4567,,37.4658084,126.8883962
524,관악구,직업재활시설,실로암장애인 근로사업장,관악구 남부순환로 1717 실로암장애인 근로사업장,02-880-0580,,37.4829514,126.9411179
525,금천구,직업재활시설,SG블루웰,금천구 두산로 70 현대지식산업센터 B동 419 SG블루웰,02-6912-8006,,37.4689423,126.8956174
526,영등포구,직업재활시설,행복한나무,영등포구 양산로 96 (당산동 2가) 행복한나무,02-6929-3903,,37.5236145,126.8934934
527,동작구,직업재활시설,동작구립 장애인보호작업장,동작구 등용로12길 57 동작구립 장애인보호작업장,02-812-7178,,37.5119805,126.9324524
528,동작구,직업재활시설,서울남부 보호작업장,동작구 여의대방로20길 33 서울남부 보호작업장,02-829-7191,,37.4948959,126.9194519
529,동작구,직업재활시설,삼성떡프린스,동작구 양녕로30길 19-4 삼성떡프린스,02-823-2230,,37.4992438,126.946014
530,관악구,직업재활시설,SRC직업재활센터 (구 삼육직업재활작업소),경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 1006호 SRC직업재활센터 (구 삼육직업재활작업소),031-786-6876,,37.431887,127.1774289
531,관악구,직업재활시설,나자로의집,관악구 남부순환로 194길 81 나자로의집,02-887-3629,,37.4813813,126.9341703
532,관악구,직업재활시설,함께사는세상 보호작업장,관악구 국회단지길 67 1층 함께사는세상 보호작업장,02-876-2842,,37.4886733,126.9412779
533,관악구,직업재활시설,갑을장애인 직업휴먼센터,관악구 난우16길 13-7 갑을장애인 직업휴먼센터,02-864-8585,,37.4777105,126.9178696
534,서초구,직업재활시설,다니엘직업재활원(♠),서초구 헌릉로468길 21-16 다니엘직업재활원(♠),02-445-4577,,37.46071,127.0920009
535,서초구,직업재활시설,사랑의일터,"서초구 서초대로 351, 로템2빌딩 6층 사랑의일터",02-3477-5111,,37.4957739,127.0196737
536,서초구,직업재활시설,사랑손보호작업장,서초구 서초대로28길 24 사랑손보호작업장,02-3477-2602,,37.487287,126.9958935
537,서초구,직업재활시설,사)대한안마사협회 부설안마수련원,서초구 서초중앙로22길 105 사)대한안마사협회 부설안마수련원,02-584-6363,,37.4945444,127.0195867
538,서초구,직업재활시설,한우리보호작업장,서초구 남부순환로 340길 15 한우리보호작업장,02-2055-2727,,37.4820619,127.0250115
539,강남구,직업재활시설,성모자애 보호작업장,강남구 헌릉로757길 35 성모자애 보호작업장,02-445-3377,,37.4705425,127.1194354
540,강남구,직업재활시설,라파엘 직업재활센터,경기도 여주시 강천면 원양1로 907 라파엘 직업재활센터,031-886-4840,,37.3464502,127.7341111
541,강남구,직업재활시설,충현보호작업장,강남구 논현로 98길 16 충현보호작업장,02-2192-0680,,37.5036713,127.0369911
542,강남구,직업재활시설,우리플러스작업장,강남구 광평로60길 22 우리플러스작업장,02-2184-8750,,37.486981,127.1069631
543,강남구,직업재활시설,밀알베이커리,강남구 광평로 60길 22 밀알베이커리,02-2184-8702,,37.486981,127.1069631
544,강남구,직업재활시설,소망제이앤피,강남구 언주로167길 35 4층 소망제이앤피,02-3445-8450,,37.5263746,127.0302808
545,강남구,직업재활시설,밀알보호작업장,"강남구 광평로 60길, 22/ 201호 밀알보호작업장",02-2184-8740,,37.486981,127.1069631
546,강남구,직업재활시설,래그랜느보호작업장,강남구 양재대로55길 13 지하1층 래그랜느보호작업장,02-445-0919,,37.4916986,127.0875952
547,서대문구,복지관,서대문농아인복지관,서울특별시 서대문구 수색로4가길 23 서대문농아인복지관,02-3156-6699,,37.5707006,126.913825
548,양천구,복지관,양천장애인복지관,서울특별시 양천구 목동동로 159 양천장애인복지관,02-2061-2500,,37.5199002,126.8698811
549,서초구,복지관,사랑의복지관,서울특별시 서초구 강남대로65길 19 사랑의복지관,070-7727-2520,,37.4998338,127.023994
550,송파구,복지관,방이장애인복지관,서울특별시 송파구 오금로11길 68 방이장애인복지관,02-3432-0477,,37.5146627,127.1142018
551,송파구,복지관,인성장애인복지관,서울특별시 송파구 마천로61길 26 인성장애인복지관,02-431-8881,,37.493905,127.155198
552,강남구,직업재활시설,밀알그린보호작업장,강남구 밤고개로1길 34 밀알그린보호작업장,02-3411-8300,,37.4887835,127.1036154
553,송파구,직업재활시설,신아보호작업장,송파구 양산로8길 17 (거여동) 신아보호작업장,02-400-4695,,37.4914401,127.1455073
554,송파구,직업재활시설,임마누엘 보호작업시설,송파구 양산로10길 26 (거여동) 임마누엘 보호작업시설,02-449-6956,,37.4914752,127.1466758
555,송파구,직업재활시설,마라보호작업장,송파구 송이로34길 43-1 (문정동) 마라보호작업장,02-3401-6040,,37.4845267,127.1288722
556,송파구,직업재활시설,동안제일복지센터,송파구 중대로 245 (오금동) 동안제일복지센터,02-3401-4162,,37.5033935,127.129113
557,송파구,직업재활시설,구립송파구 장애인보호작업장,송파구 양산로 5 3층 (거여동) 구립송파구 장애인보호작업장,02-400-6503,,37.4897693,127.1426724
558,송파구,직업재활시설,연화직업재활원,송파구 가락로 86 (석촌동) 5층 연화직업재활원,02-2202-5831,,37.5004614,127.1058885
559,송파구,직업재활시설,송파위더스,송파구 성내천로 333-4 (마천동) 송파위더스,02-407-1991,,37.4913838,127.1574526
560,송파구,직업재활시설,효명장애인 보호작업시설,"송파구 올림픽로 269, 832호 (신천동, 롯데캐슬프라자) 효명장애인 보호작업시설",02-6415-3000,,37.514418,127.1006494
561,송파구,직업재활시설,행복보호작업장,송파구 성내천로 271 (마천동) 행복보호작업장,02-448-9700,,37.4963274,127.1544677
